adm1_name,adm2_name,survey_date,survey_month,resp_age,resp_gender,hh_agricactivity,hh_gender,hh_education,hh_wealth_water,hh_wealth_toilet,hh_wealth_light,hh_residencetype,hh_size,hh_maritalstat,hh_age,income_main,income_main_amount,income_main_comp,income_sec,income_sec_amount,income_sec_comp,income_third,income_third_amount,income_third_comp,tot_income,covid_goodstransp,covid_marketclosed,covid_borderclosed,covid_stayhome,covid_gatherings,covid_processclosed,covid_none,shock_noshock,shock_sicknessordeathofhh,shock_lostemplorwork,shock_otherintrahhshock,shock_higherfoodprices,shock_higherfuelprices,shock_cantworkordobusiness,shock_othereconomicshock,shock_pestoutbreak,shock_plantdisease,shock_animaldisease,shock_napasture,shock_othercropandlivests,shock_coldtemporhail,shock_flood,shock_hurricane,shock_drought,shock_othernathazard,shock_violenceinsecconf,shock_theftofprodassets,shock_fire,shock_othermanmadehazard,crp_main,crp_landsize,crp_irrigation,crp_seed_ownprod,crp_seed_market,crp_seed_company,crp_seed_freedist,crp_seed_bank,crp_seed_gov,crp_area_change,crp_harv_change,crp_proddif,crp_proddif_plantdisease,crp_proddif_seedquality,crp_proddif_lostordamaged,crp_proddif_naplot,crp_proddif_nafertilizer,crp_proddif_naseeds,crp_proddif_nainsecticides,crp_proddif_nalabour,crp_proddif_namachinery,crp_proddif_nafuelorelect,crp_proddif_soilerosion,crp_proddif_irrigation,crp_salesdif,crp_saledif_marketing_cost,crp_saledif_damagelosses,crp_saledif_lowdemand,crp_saledif_lowprice,crp_saledif_dif_processing,crp_salesprice,ls_main,ls_num_lastyr,ls_num_now,ls_num_diff,ls_num_nochange,ls_num_inc_didnotsellasmany,ls_num_inc_moreborn,ls_num_inc_purchbarterdmore,ls_num_inc_receivedfree,ls_num_dec_animalsdied,ls_num_dec_soldmoregoodprice,ls_num_dec_soldmoredistsale,ls_num_dec_anmlescloststolen,ls_num_dec_killedorgaveanml,ls_food_supply_openpasture,ls_food_supply_commonpasture,ls_food_supply_fieldselfprodfod,ls_food_supply_purchased,ls_proddif,ls_proddif_diffeedpurchase,ls_proddif_constaccesstopasture,ls_proddif_constaccesstowater,ls_proddif_difaccessvetserv,ls_proddif_difaccessvetinp,ls_proddif_diseases,ls_proddif_theftorinsecurity,ls_proddif_pooraccesstolmarket,ls_proddif_noaccesstocredit,ls_proddif_lackoflabour,ls_salesmain,ls_salesdif,ls_salesdif_smallerprofits,ls_salesdif_damageandlosses,ls_salesdif_lowdemand,ls_salesdif_lowprices,ls_salesdif_slaughterhouse,ls_salesdif_processing,ls_salesprice,need,need_seeds,need_fertilizers,need_pesticides,need_tools,need_accesstoirrigationwater,need_accesstoland,need_animalfeed,need_veterinaryservices,need_veterinaryinputs,need_animalsalemingarantdprice,need_restockinganimals,need_supportforprocessprod,need_supptransofanimalsorprod,need_acstomechanisedequipprod,need_marketingsupport,need_cashassistance,need_loans,need_storageequipmentorfaci,need_techsupporextensionserv,need_landrehabilitation,need_fishequiorothersuppforfish,need_infoonsafetymeasures,shock_count,shock_climate_count,shock_bio_count,shock_economic_count,shock_personal_count,covid_disruption_count,income_source_count,income_primary_share,income_quintile_adm1,ls_pct_change,crp_proddif_count,crp_salesdif_count,needs_expressed_count,chirps_rain_30d_mm,chirps_rain_90d_mm,modis_ndvi_90d_mean,modis_ndvi_90d_std,regional_yield_mean,vulnerability_score,credit_risk
Matabeleland North,Hwange Urban,2022-04-01,4,20,Male,No,Male,Completed primary school,Public tap,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,Stable employment in non-agricultural sector,,More,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0.44886386941904055,0.44886386941904055,0.339434452117035,0.0258832322561488,0.9032635080148601,0.0,LOW
Matabeleland South,Beitbridge,2022-04-06,4,52,Male,Yes - both crop and livestock production,Male,None or did not complete primary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,Off-farm daily wages and other non-agricultural casual employment,15000.0,Less,No second most important source of income,,,No third most important source of income,,,15000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1400.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,Less,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,Goats,1.0,6.0,5.0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,5.0,2.0,,3.0,1.174716313334443,1.2678717517846767,0.31260521201509495,0.029874879526252764,1.047395419085191,0.1333,MEDIUM
Mashonaland West,Chegutu,2022-04-15,4,40,Male,Yes - crop production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,No income source in the last 3 months and used exclusively debt,,,No second most important source of income,,,No third most important source of income,,,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10990.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,Less,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,1.0,0,,1.0,,2.0,,1.0,0.02552894401230163,0.0277882013738246,0.33054606517317886,0.030067615141631508,1.659140539364503,0.2682,HIGH
Mashonaland West,Chegutu Urban,2022-04-11,4,62,Male,Yes - crop production,Male,Completed primary school,Public tap,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,Daily wage on farms and other casual employment in agricultural sector,40000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,40000.0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,Yes,No,No,No,Yes,A lot less (less than half as much),A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,4.0,,1.0,,1.0,0.2334159696832322,0.23490150029626866,0.34216149367096754,0.037728859477982865,1.659140539364503,0.2736,HIGH
Matabeleland South,Beitbridge,2022-04-30,4,29,Male,Yes - both crop and livestock production,Male,None or did not complete primary school,River,"None, bush",Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,Over 65,No income source in the last 3 months and used exclusively debt,,,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,Yes,No,No,No,Less,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",30.0,20.0,-10.0,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,1.0,0.0,0.0,0.0,0,,1.0,-0.3333333333333333,1.0,,2.0,1.174716313334443,1.2678717517846767,0.31260521201509495,0.029874879526252764,1.047395419085191,0.0,LOW
Matabeleland North,Hwange,2022-04-21,4,54,Male,Yes - crop production,Male,Completed primary school,Protected well,"Open pit (whole in the ground for excrement without water, roof or wall)",Lamp with batteries,"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",3.0,Married,41 to 65,Daily wage on farms and other casual employment in agricultural sector,215000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,215000.0,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,Yes,No,No,No,No,No,More,A lot less (less than half as much),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,2.0,0.0,0.0,1.0,1.0,0.0,1,1.0,5.0,,2.0,,1.0,0.2727686845146513,0.2727686845146513,0.3378274140963752,0.02521972067208314,0.9032635080148601,0.1334,MEDIUM
Mashonaland West,Makonde,2022-04-19,4,46,Male,No,Male,"Completed higher education (university, college) degree",Protected well,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,Formal agricultural trade excluding producers,26000.0,Less,No second most important source of income,,,No third most important source of income,,,26000.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,3.0,,,,2.0,0.027501191590953256,0.027501191590953256,0.35719726238021665,0.04283205373592025,1.659140539364503,0.5347,HIGH
Matabeleland North,Hwange Urban,2022-05-06,5,25,Male,Yes - crop production,Male,Completed secondary school,Public tap,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",2.0,Married,41 to 65,Stable employment in non-agricultural sector,48000.0,Same,No second most important source of income,,,No third most important source of income,,,48000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1400.0,1 to 5 ha,Rainfed,Yes,No,No,No,No,Yes,Same,Same,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,4.0,,2.0,,3.0,0.44886386941904055,0.44886386941904055,0.339434452117035,0.0258832322561488,0.9032635080148601,0.1667,HIGH
Mashonaland West,Kadoma Urban,2022-04-19,4,40,Male,No,Male,"Completed higher education (university, college) degree",Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,18 to 40,Stable employment in non-agricultural sector,,Same,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,1.0,0.2334159696832322,0.23490150029626866,0.34216149367096754,0.037728859477982865,1.659140539364503,0.0667,MEDIUM
Mashonaland West,Zvimba,2022-04-09,4,35,Female,Yes - both crop and livestock production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Petrol lamp,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",,Widowed,Over 65,Daily wage on farms and other casual employment in agricultural sector,,Less,"Farmer, production and sale of staple crops",,Same,Don't know,,,0.0,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,More than 10 ha,Rainfed,No,Yes,Yes,No,No,No,Less,Less,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",11.0,13.0,2.0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,2.0,0,,1.0,0.18181818181818182,1.0,,1.0,0.3943394726189862,0.40310573132049393,0.3262706074792153,0.035491098790109595,1.659140539364503,0.5347,HIGH
Matabeleland North,Bubi,2022-04-01,4,19,Male,No,Female,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,Off-farm daily wages and other non-agricultural casual employment,,More,"Income not derived from work, charity",,Same,Don't know,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,3.0,0.37254434353432764,0.37254434353432764,0.3380286822047484,0.023185784951916474,0.9032635080148601,0.0,LOW
Manicaland,Mutasa,2022-04-13,4,30,Male,Yes - crop production,Male,Completed secondary school,Public tap,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,"Farmer, production and sale of vegetable or fruit",25000.0,Less,Refused,,,No third most important source of income,,,25000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,No,No,Yes,Same,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,4.0,,1.0,1.0,1.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.0667,LOW
Manicaland,Mutare,2022-04-09,4,42,Male,Yes - both crop and livestock production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,"Farmer, production and sale of cashcrops",5000.0,Less,No second most important source of income,,,No third most important source of income,,,5000.0,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1400.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,Less,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,Less,"Cattle (cow, beef, veal, yak, buffalo)",7.0,3.0,-4.0,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,2.0,-0.5714285714285714,2.0,,3.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.4567,HIGH
Mashonaland East,Mutoko,2022-04-15,4,66,Male,Yes - crop production,Male,Completed secondary school,River,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",,Married,Over 65,"Farmer, production and sale of staple crops",60000.0,More,No second most important source of income,,,No third most important source of income,,,60000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Rainfed,Yes,No,No,Yes,No,No,Less,More,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,4.0,,2.0,3.0,4.0,0.0658959826182874,0.0658959826182874,0.34736385349952886,0.030913536308205397,1.1037422523037344,0.2667,HIGH
Mashonaland West,Zvimba,2022-04-20,4,47,Male,No,Male,"Completed higher education (university, college) degree",Private tap from piped water,"Open pit (whole in the ground for excrement without water, roof or wall)",Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",300000.0,Same,No second most important source of income,,,No third most important source of income,,,300000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5.0,,,,1.0,0.3943394726189862,0.40310573132049393,0.3262706074792153,0.035491098790109595,1.659140539364503,0.0667,LOW
Masvingo,Bikita,2022-04-15,4,26,Male,Yes - both crop and livestock production,Male,"Completed higher education (university, college) degree",Other safe source,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,41 to 65,"Income not derived from work, remittances",,Same,"Farmer, production and sale of livestock and livestock products",,Less,Don't know,,,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",16.0,9.0,-7.0,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,"Cattle (cow, beef, veal, yak, buffalo)",Yes,No,Yes,No,No,No,No,A lot less (less than half as much),Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,1.0,0.0,0.0,0.0,1.0,0,,1.0,-0.4375,1.0,,3.0,10.03799393003019,15.38611337874533,0.3656415881171024,0.0317770054071791,0.834131608320568,0.2001,MEDIUM
Matabeleland North,Umguza,2022-04-28,4,35,Female,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",,More,No second most important source of income,,,No third most important source of income,,,0.0,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,Yes,No,No,No,Same,Less,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,2.0,0,,1.0,,,,4.0,0.44150334625710763,0.44150334625710763,0.361269594446041,0.029759910991051738,0.9032635080148601,0.267,HIGH
Mashonaland West,Mhondoro-Ngezi,2022-03-29,3,26,Don't know,Yes - crop production,Refused,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,Daily wage on farms and other casual employment in agricultural sector,,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,No,No,No,Yes,No,Less,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,1.0,0.0,0.0,0.0,0.0,0,,1.0,,1.0,,1.0,0.9044282298133112,0.9044282298133112,0.3593896004825413,0.0361293148241588,1.659140539364503,0.3402,HIGH
Manicaland,Buhera,2022-04-05,4,57,Female,Yes - both crop and livestock production,Female,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Widowed,41 to 65,"Farmer, production and sale of livestock and livestock products",,Same,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,No,No,Yes,More,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,Goats,12.0,5.0,-7.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Refused,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,0,,1.0,-0.5833333333333334,2.0,,1.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.3567,HIGH
Matabeleland North,Hwange,2022-04-25,4,37,Female,No,Male,"Completed higher education (university, college) degree",Public tap,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,Public employment,90000.0,More,No second most important source of income,,,No third most important source of income,,,90000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5.0,,,,2.0,0.2727686845146513,0.2727686845146513,0.3378274140963752,0.02521972067208314,0.9032635080148601,0.0667,LOW
Mashonaland East,Uzumba Maramba Pfungwe,2022-04-08,4,59,Female,Yes - both crop and livestock production,Male,Completed primary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,No income source in the last 3 months and used exclusively debt,,,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,No,No,Yes,A lot less (less than half as much),A lot less (less than half as much),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",200.0,100.0,-100.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,0,,1.0,-0.5,1.0,,1.0,0.33531405195693714,0.6431885088663815,0.34434742823149805,0.03021572252834556,1.1037422523037344,0.1334,MEDIUM
Midlands,Kwekwe,2022-04-21,4,47,Female,Yes - crop production,Female,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Widowed,41 to 65,"Income not derived from work, charity",,Less,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,Yes,No,No,No,No,Same,A lot less (less than half as much),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,0.0,0,,1.0,,3.0,,1.0,1.5251071004242505,1.5251071004242505,0.3660597668386733,0.02987848282104446,1.0082494447441954,0.1349,MEDIUM
Manicaland,Chipinge,2022-04-02,4,28,Male,Yes - crop production,Male,Completed secondary school,Unprotected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,18 to 40,Daily wage on farms and other casual employment in agricultural sector,5000.0,More,No second most important source of income,,,No third most important source of income,,,5000.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2300.0,Less than 1 ha,Rainfed,Yes,No,No,No,No,No,Less,Less,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,2.0,,2.0,,5.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.1333,MEDIUM
